IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.2.1,mynetwork.home,10080,tcp,0.0,Log,80,"","Services","This plugin performs service detection.","A web server is running on this port
",1.3.6.1.4.1.25623.1.0.10330,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,353fe267-39b7-4dcd-b825-7acb488b09e5,"","","","This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
Version used: 2023-06-14T05:05:19Z
","","","",""
192.168.2.1,mynetwork.home,443,tcp,0.0,Log,80,"","Services","This plugin performs service detection.","A TLScustom server answered on this port

",1.3.6.1.4.1.25623.1.0.10330,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,eeaaf5f4-0a9c-48c2-9eab-01a345cb35f1,"","","","This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
Version used: 2023-06-14T05:05:19Z
","","","",""
192.168.2.1,mynetwork.home,443,tcp,0.0,Log,80,"","Services","This plugin performs service detection.","A web server is running on this port through SSL
",1.3.6.1.4.1.25623.1.0.10330,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,47437b69-3da3-4ac0-a8f9-b3f352bcf0e5,"","","","This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.","
Details:
Services
(OID: 1.3.6.1.4.1.25623.1.0.10330)
Version used: 2023-06-14T05:05:19Z
","","","",""
192.168.2.1,mynetwork.home,443,tcp,0.0,Log,80,"","Response Time / No 404 Error Code Check","This VT tests if the remote web server does not reply with a 404
  error code and checks if it is replying to the scanners requests in a reasonable amount of time.","The service is responding with a 200 HTTP status code to non-existent files/urls. The following pattern is used to work around possible false detections:
-----
 class=""splash""

-----
",1.3.6.1.4.1.25623.1.0.10386,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,90d06d5e-b3b9-4fa0-96db-52562f4a5f23,"","","","This web server might show the following issues:

  - it is [mis]configured in that it does not return '404 Not Found' error codes when a non-existent
  file is requested, perhaps returning a site map, search page, authentication page or redirect instead.

  The Scanner might enabled some counter measures for that, however they might be insufficient. If a
  great number of security issues are reported for this port, they might not all be accurate.

  - it doesn't response in a reasonable amount of time to various HTTP requests sent by this VT.

  In order to keep the scan total time to a reasonable amount, the remote web server might not be
  tested. If the remote server should be tested it has to be fixed to have it reply to the scanners
  requests in a reasonable amount of time.

  Alternatively the 'Maximum response time (in seconds)' preference could be raised to a higher
  value if longer scan times are accepted.","
Details:
Response Time / No 404 Error Code Check
(OID: 1.3.6.1.4.1.25623.1.0.10386)
Version used: 2023-07-07T05:05:26Z
","","","",""
192.168.2.1,mynetwork.home,10080,tcp,0.0,Log,80,"","Response Time / No 404 Error Code Check","This VT tests if the remote web server does not reply with a 404
  error code and checks if it is replying to the scanners requests in a reasonable amount of time.","The host returns a 30x (e.g. 301) error code when a non-existent file is requested. Some HTTP-related checks have been disabled.
",1.3.6.1.4.1.25623.1.0.10386,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,ed5be82b-6431-49af-bb33-a285e40fc8e2,"","","","This web server might show the following issues:

  - it is [mis]configured in that it does not return '404 Not Found' error codes when a non-existent
  file is requested, perhaps returning a site map, search page, authentication page or redirect instead.

  The Scanner might enabled some counter measures for that, however they might be insufficient. If a
  great number of security issues are reported for this port, they might not all be accurate.

  - it doesn't response in a reasonable amount of time to various HTTP requests sent by this VT.

  In order to keep the scan total time to a reasonable amount, the remote web server might not be
  tested. If the remote server should be tested it has to be fixed to have it reply to the scanners
  requests in a reasonable amount of time.

  Alternatively the 'Maximum response time (in seconds)' preference could be raised to a higher
  value if longer scan times are accepted.","
Details:
Response Time / No 404 Error Code Check
(OID: 1.3.6.1.4.1.25623.1.0.10386)
Version used: 2023-07-07T05:05:26Z
","","","",""
192.168.2.1,mynetwork.home,80,tcp,0.0,Log,80,"","Response Time / No 404 Error Code Check","This VT tests if the remote web server does not reply with a 404
  error code and checks if it is replying to the scanners requests in a reasonable amount of time.","The service is responding with a 200 HTTP status code to non-existent files/urls. The following pattern is used to work around possible false detections:
-----
 class=""splash""

-----
",1.3.6.1.4.1.25623.1.0.10386,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,3b10346c-9558-4405-87b3-d55c39ed0f6d,"","","","This web server might show the following issues:

  - it is [mis]configured in that it does not return '404 Not Found' error codes when a non-existent
  file is requested, perhaps returning a site map, search page, authentication page or redirect instead.

  The Scanner might enabled some counter measures for that, however they might be insufficient. If a
  great number of security issues are reported for this port, they might not all be accurate.

  - it doesn't response in a reasonable amount of time to various HTTP requests sent by this VT.

  In order to keep the scan total time to a reasonable amount, the remote web server might not be
  tested. If the remote server should be tested it has to be fixed to have it reply to the scanners
  requests in a reasonable amount of time.

  Alternatively the 'Maximum response time (in seconds)' preference could be raised to a higher
  value if longer scan times are accepted.","
Details:
Response Time / No 404 Error Code Check
(OID: 1.3.6.1.4.1.25623.1.0.10386)
Version used: 2023-07-07T05:05:26Z
","","","",""
192.168.2.1,mynetwork.home,,,0.0,Log,80,"","Unknown OS and Service Banner Reporting","This VT consolidates and reports the information collected by
  the following VTs:

  - Collect banner of unknown services (OID: 1.3.6.1.4.1.25623.1.0.11154)

  - Service Detection (unknown) with nmap (OID: 1.3.6.1.4.1.25623.1.0.66286)

  - Service Detection (wrapped) with nmap (OID: 1.3.6.1.4.1.25623.1.0.108525)

  - OS Detection Consolidation and Reporting (OID: 1.3.6.1.4.1.25623.1.0.105937)

  If you know any of the information reported here, please send the full output to
  the referenced community forum.","Unknown banners have been collected which might help to identify the OS running on this host. If these banners containing information about the host OS please report the following information to https://forum.greenbone.net/c/vulnerability-tests/7:

Banner: UNKNOWN
Identified from: DNS server banner on port 53/tcp

Banner: Server: HTTP Server
Identified from: HTTP Server banner on port 10080/tcp

Banner: Server: HTTP Server
Identified from: HTTP Server banner on port 443/tcp

Banner: Server: HTTP Server
Identified from: HTTP Server banner on port 80/tcp
",1.3.6.1.4.1.25623.1.0.108441,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,b78472fc-d74d-42cc-b663-451a90b912ac,"","","","","
Details:
Unknown OS and Service Banner Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108441)
Version used: 2023-06-22T10:34:15Z
","","","",""
192.168.2.1,mynetwork.home,9000,tcp,0.0,Log,80,"","UPnP Detection (TCP)","TCP based detection of the UPnP protocol.

  The script sends a HTTP request to URLs for the root description XML, either based on previously
  detected location or a list of known possible locations.","The remote Host exposes an UPnP root device XML on port 9000/tcp.

The XML can be found at the location:
  http://mynetwork.home:9000/rss/Starter_desc.xml
",1.3.6.1.4.1.25623.1.0.170204,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,1596b7ca-5e27-4c5f-b700-e08b018ee27d,"","","","","
Details:
UPnP Detection (TCP)
(OID: 1.3.6.1.4.1.25623.1.0.170204)
Version used: 2024-09-06T15:39:29Z
","","","",""
192.168.2.1,mynetwork.home,9443,tcp,0.0,Log,80,"","Unknown OS and Service Banner Reporting","This VT consolidates and reports the information collected by
  the following VTs:

  - Collect banner of unknown services (OID: 1.3.6.1.4.1.25623.1.0.11154)

  - Service Detection (unknown) with nmap (OID: 1.3.6.1.4.1.25623.1.0.66286)

  - Service Detection (wrapped) with nmap (OID: 1.3.6.1.4.1.25623.1.0.108525)

  - OS Detection Consolidation and Reporting (OID: 1.3.6.1.4.1.25623.1.0.105937)

  If you know any of the information reported here, please send the full output to
  the referenced community forum.","An unknown service is running on this port. If you know this service, please report the following information to https://forum.greenbone.net/c/vulnerability-tests/7:

Method: get_httpHex

0x00:  15 03 01 00 02 02 28 15 03 01 00 02 02 00          ......(.......  


Nmap service detection (unknown) result for this port: ssl|tungsten-https

This is a guess. A confident identification of the service was not possible.

Hint: If you're running a recent nmap version try to run nmap with the following command: 'nmap -sV -Pn -p 9443 192.168.2.1' and submit a possible collected fingerprint to the nmap database.
",1.3.6.1.4.1.25623.1.0.108441,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,d15c3966-e048-4905-a023-ac63c6c8ef46,"","","","","
Details:
Unknown OS and Service Banner Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108441)
Version used: 2023-06-22T10:34:15Z
","","","",""
192.168.2.1,mynetwork.home,9000,tcp,0.0,Log,80,"","HTTP Server Banner Enumeration","This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).","It was possible to enumerate the following HTTP server banner(s):

Server banner                                                              | Enumeration technique
---------------------------------------------------------------------------------------------------------------------------------------------
Server: Linux/2.x.x, UPnP/1.0, pvConnect UPnP SDK/1.0, Twonky UPnP SDK/1.1 | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/'
",1.3.6.1.4.1.25623.1.0.108708,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,ff13caab-53c3-4fd7-a54d-a441657a2218,"","","","","
Details:
HTTP Server Banner Enumeration
(OID: 1.3.6.1.4.1.25623.1.0.108708)
Version used: 2025-01-31T15:39:24Z
","","","",""
192.168.2.1,mynetwork.home,,,0.0,Log,80,"","OS Detection Consolidation and Reporting","This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.","Best matching OS:

OS:           Linux 2.x.x
Version:      2.x.x
CPE:          cpe:/o:linux:kernel:2.x.x
Found by VT:  1.3.6.1.4.1.25623.1.0.111067 (Operating System (OS) Detection (HTTP))
Concluded from HTTP Server banner on port 9000/tcp: Server: Linux/2.x.x, UPnP/1.0, pvConnect UPnP SDK/1.0, Twonky UPnP SDK/1.1
Setting key ""Host/runs_unixoide"" based on this information
",1.3.6.1.4.1.25623.1.0.105937,"",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,bc4fc701-62f5-40f2-bd72-777eeeeac554,"","","","","
Details:
OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
Version used: 2025-01-31T15:39:24Z
","","","",""
192.168.2.1,mynetwork.home,,,0.0,Log,70,"","IP Forwarding Enabled - Active Check","Checks if the remote host has IP forwarding enabled.","It was possible to route a TCP packet through the target host and received an answer which means IP forwarding is enabled.
",1.3.6.1.4.1.25623.1.0.147205,"CVE-1999-0511",56875cf6-8120-4bb5-b7cd-0b484cc6aba4,"cred ",2025-03-06T02:52:44Z,99962ce7-3c7d-41dc-984a-33361926c39f,"","","","","Sends a crafted Local Link Layer (LLL) frame and checks the
  response.
Details:
IP Forwarding Enabled - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.147205)
Version used: 2021-12-03T08:27:06Z
","","","",""
